OID_,FID_watercourse_acc_count_jk_nad83zn8,waterbody,impact,type,psuedo,acc_val,distant,count,RivID,Fnode,Tnode,Strahler,Segment,acc,acc_count,FID_revisedsite10wpoly_nad83zn8,HydroID,CREATED,Shape_Length
58,1390,,,,,,,,1551,1606,1605,1,918,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,471.220577894605015
59,1392,,,,,,,,1553,1608,1554,1,930,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,529.414398894947908
60,1396,,,,,,,,1558,1605,1613,2,919,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,787.561471829296693
61,1397,,,,,,,,1559,1614,1613,1,920,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,996.349279684136832
62,1398,,1,1,,1,,,1560,1615,1508,1,961,1.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,1242.061525145941687
63,1406,,1,2,,,,,1570,1626,1627,1,931,1.000000000000000,1.000000000000000,1,0,2021-10-11 19:02:44,122.594899882995378
64,1407,,,,,,,,1571,1628,1586,1,952,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,470.245755085902147
65,1408,,1,2,,,,,1572,1627,1554,3,944,1.000000000000000,1.000000000000000,1,0,2021-10-11 19:02:44,883.286268380462161
66,1415,,,,,,,,1583,1638,1586,2,955,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,478.316288444854138
67,1416,,1,1,,1,,,1584,1639,1479,1,962,1.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,2008.786906114358771
