OID_,Name,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
61,siteSCoutlet170807,61,4768884.000000000000000,1029277899.360597133636475,0.000000000000000,437.929992675781250,437.929992675781250,4.704187390948780,9.604010455233814,22433723.981697380542755,1.011525034904480,13.891841983795167
62,site3,62,284494.000000000000000,61402916.636406704783440,0.000000000000000,138.275909423828125,138.275909423828125,12.350611495213739,13.552495521569039,3513674.866719337645918,7.349021911621094,30.853086090087903
63,siteSC-1A,63,88464.000000000000000,19093364.420068901032209,0.000000000000000,147.540298461914062,147.540298461914062,18.772999970685934,16.833850270958553,1660734.669406760483980,14.240030288696289,42.028536987304676
64,siteSC-2B,64,501960.000000000000000,108339044.179528236389160,0.000000000000000,147.540298461914062,147.540298461914062,12.606484237171808,14.511186109311717,6327950.827690760605037,6.756567478179932,32.749573898315433
65,site8,65,40116.000000000000000,8658317.587668251246214,0.000000000000000,89.426605224609375,89.426605224609375,6.596614561514298,8.097431488368869,264629.789749707560986,3.809771537780762,16.780749320983887
66,site29,66,64111.000000000000000,13837207.071068881079555,0.000000000000000,35.343242645263672,35.343242645263672,2.208174491232288,2.968831249302982,141568.274807393201627,1.305885195732117,4.923547744750977
67,site0,67,31477.000000000000000,6793744.708022572100163,0.000000000000000,134.379104614257812,134.379104614257812,3.030492155885835,6.232290249413084,95390.801590818431578,1.321830749511719,6.758650016784669
68,siteSC-3B,68,663703.000000000000000,143248363.692496269941330,0.000000000000000,147.540298461914062,147.540298461914062,11.188819971193810,13.737614457930642,7426053.381341245956719,5.483589172363281,30.041402435302739
69,site20,69,12277.000000000000000,2649769.793194812722504,0.000000000000000,22.202672958374023,22.202672958374023,0.906847624756377,1.293272190968932,11133.368289134039514,0.494610756635666,2.128981781005859
70,site19,70,42167.000000000000000,9100989.074663653969765,0.000000000000000,69.736251831054688,69.736251831054688,5.029987924509252,6.807714464678333,212099.500812781625427,2.418138265609741,12.986039161682131
71,site5,71,83848.000000000000000,18097083.784295730292797,0.000000000000000,74.370933532714844,74.370933532714844,2.857166758875355,4.231900912569753,239567.718398180761142,1.610203504562378,6.499600791931153
72,site36,72,196741.000000000000000,42463008.787402510643005,0.000000000000000,207.154342651367188,207.154342651367188,8.833227353269912,13.689889616836775,1737857.982709675794467,2.950371742248535,26.184862136840820
73,site37,73,121954.000000000000000,26321578.998067948967218,0.000000000000000,202.955566406250000,202.955566406250000,4.502836248004614,10.931127999170362,549138.891789154731669,1.016875207424164,11.242992973327636
74,site38,74,19349.000000000000000,4176133.886823037639260,0.000000000000000,17.072525024414062,17.072525024414062,0.618199100031191,1.063585357775758,11961.534386503524729,0.266736716032028,1.576090669631959
75,siteSC-4B,75,1090813.000000000000000,235432380.665000677108765,0.000000000000000,147.540298461914062,147.540298461914062,8.825925748104442,12.545995914827758,9627434.543067051097751,3.495183706283569,25.388024139404301
76,site24,76,16963.000000000000000,3661158.670844962820411,0.001147052738816,86.683723449707031,86.682576396968216,9.946662139910266,11.661329269332295,168725.229879297839943,5.780096530914307,24.229825973510746
77,site23,77,63915.000000000000000,13794903.993813347071409,0.000000000000000,117.628059387207031,117.628059387207031,10.238177318153346,11.979561651856017,654373.103289771126583,6.005233287811279,24.886749267578118
78,site35,78,13479.000000000000000,2909199.889425175730139,0.000000000000000,16.326698303222656,16.326698303222656,0.998944386850693,1.416550516876420,13464.771390360485384,0.451446622610092,2.769319057464602
79,siteSC-5B,79,2219965.000000000000000,479139545.406021237373352,0.000000000000000,207.154342651367188,207.154342651367188,6.336142259811774,11.193715816018527,14066014.051803046837449,1.841080784797668,18.964188003540038
80,siteSC-6B,80,2755213.000000000000000,594663206.094132065773010,0.000000000000000,207.154342651367188,207.154342651367188,5.937653802567906,10.686735069189728,16359500.946334529668093,1.733580470085144,17.534063720703134
81,site9alt,81,151997.000000000000000,32805820.579639323055744,0.000000000000000,82.559318542480469,82.559318542480469,2.185389520370410,5.129054490544913,332172.650927741138730,0.345390170812607,6.251483058929443
82,site6,82,23030.000000000000000,4970611.577525172382593,0.000000000000000,42.801666259765625,42.801666259765625,2.015292922910327,4.793293247993218,46412.196014624831150,0.463775247335434,4.554807376861579
83,siteSC-7B,83,3081395.000000000000000,665063728.264358520507812,0.000000000000000,207.154342651367188,207.154342651367188,5.643211499440759,10.406189153477770,17388963.698319256305695,1.519930720329285,16.775782775878909
